n,noise_model,seed,p_noise,q_eve,qber,n_sifted,n_errors
30000,depolarizing,1,0.18,0.30000000000000004,0.15276098347440548,14886,2274
30000,depolarizing,1,0.18,0.35000000000000003,0.1643826414080344,14886,2447
30000,depolarizing,1,0.18,0.4,0.17620583098213086,14886,2623
30000,depolarizing,1,0.18,0.45,0.18238613462313583,14886,2715
30000,depolarizing,1,0.18,0.5,0.19185812172511085,14886,2856
30000,depolarizing,1,0.18,0.55,0.1946795646916566,14886,2898
30000,depolarizing,1,0.18,0.6000000000000001,0.2161762730081956,14886,3218
30000,depolarizing,1,0.18,0.65,0.22611850060459493,14886,3366
30000,depolarizing,1,0.18,0.7000000000000001,0.23370952572887277,14886,3479
30000,depolarizing,1,0.18,0.75,0.24210667741502082,14886,3604
30000,depolarizing,1,0.18,0.8,0.25285503157329037,14886,3764
30000,depolarizing,1,0.18,0.8500000000000001,0.2621254870347978,14886,3902
30000,depolarizing,1,0.18,0.9,0.2789869676205831,14886,4153
30000,depolarizing,1,0.18,0.9500000000000001,0.2903399167002553,14886,4322
30000,depolarizing,1,0.18,1.0,0.2926911191723767,14886,4357
30000,depolarizing,1,0.19,0.0,0.09384656724439071,14886,1397
30000,depolarizing,1,0.19,0.05,0.10674459223431412,14886,1589
30000,depolarizing,1,0.19,0.1,0.12011285771866183,14886,1788
30000,depolarizing,1,0.19,0.15000000000000002,0.12602445250571007,14886,1876
30000,depolarizing,1,0.19,0.2,0.13764611043933897,14886,2049
30000,depolarizing,1,0.19,0.25,0.1418782748891576,14886,2112
30000,depolarizing,1,0.19,0.30000000000000004,0.156590084643289,14886,2331
30000,depolarizing,1,0.19,0.35000000000000003,0.16794303372296118,14886,2500
30000,depolarizing,1,0.19,0.4,0.17949751444310091,14886,2672
30000,depolarizing,1,0.19,0.45,0.18634959021899772,14886,2774
30000,depolarizing,1,0.19,0.5,0.19575440010748354,14886,2914
30000,depolarizing,1,0.19,0.55,0.19871019750100766,14886,2958
30000,depolarizing,1,0.19,0.6000000000000001,0.2197366653231224,14886,3271
30000,depolarizing,1,0.19,0.65,0.2296117157060325,14886,3418
30000,depolarizing,1,0.19,0.7000000000000001,0.23679967754937525,14886,3525
30000,depolarizing,1,0.19,0.75,0.24506247480854493,14886,3648
30000,depolarizing,1,0.19,0.8,0.25587800618030365,14886,3809
30000,depolarizing,1,0.19,0.8500000000000001,0.26534999328227865,14886,3950
30000,depolarizing,1,0.19,0.9,0.28187558780061805,14886,4196
30000,depolarizing,1,0.19,0.9500000000000001,0.29242241031842,14886,4353
30000,depolarizing,1,0.19,1.0,0.29490796721751983,14886,4390
30000,depolarizing,1,0.2,0.0,0.09915356711003627,14886,1476
30000,depolarizing,1,0.2,0.05,0.11198441488647051,14886,1667
30000,depolarizing,1,0.2,0.1,0.12387478167405616,14886,1844
30000,depolarizing,1,0.2,0.15000000000000002,0.13025661695552868,14886,1939
30000,depolarizing,1,0.2,0.2,0.14255004702404944,14886,2122
30000,depolarizing,1,0.2,0.25,0.14564019884455193,14886,2168
30000,depolarizing,1,0.2,0.30000000000000004,0.16041918581217252,14886,2388
30000,depolarizing,1,0.2,0.35000000000000003,0.17157060325137713,14886,2554
30000,depolarizing,1,0.2,0.4,0.1837968561064087,14886,2736
30000,depolarizing,1,0.2,0.45,0.1903130458148596,14886,2833
30000,depolarizing,1,0.2,0.5,0.19958350127636706,14886,2971
30000,depolarizing,1,0.2,0.55,0.20220341260244526,14886,3010
30000,depolarizing,1,0.2,0.6000000000000001,0.22443907026736531,14886,3341
30000,depolarizing,1,0.2,0.65,0.2331049308074701,14886,3470
30000,depolarizing,1,0.2,0.7000000000000001,0.24069595593174795,14886,3583
30000,depolarizing,1,0.2,0.75,0.24835415826951499,14886,3697
30000,depolarizing,1,0.2,0.8,0.2591696896412737,14886,3858
30000,depolarizing,1,0.2,0.8500000000000001,0.2682386134623136,14886,3993
30000,depolarizing,1,0.2,0.9,0.2846970307671638,14886,4238
30000,depolarizing,1,0.2,0.9500000000000001,0.29477361279054143,14886,4388
30000,depolarizing,1,0.2,1.0,0.2979981190380223,14886,4436
