n,seed,p_noise,q_eve,qber,n_sifted,n_errors
50000,1,0.06,0.9,0.23983074527962955,25051,6008
50000,1,0.06,0.9500000000000001,0.25148696658816017,25051,6300
50000,1,0.06,1.0,0.2602291325695581,25051,6519
50000,1,0.07,0.0,0.034968663925591795,25051,876
50000,1,0.07,0.05,0.044589038361742044,25051,1117
50000,1,0.07,0.1,0.05580615544289649,25051,1398
50000,1,0.07,0.15000000000000002,0.06770188814817772,25051,1696
50000,1,0.07,0.2,0.08099477066783761,25051,2029
50000,1,0.07,0.25,0.09197237635224143,25051,2304
50000,1,0.07,0.30000000000000004,0.10474631751227496,25051,2624
50000,1,0.07,0.35000000000000003,0.11552433036605325,25051,2894
50000,1,0.07,0.4,0.1275398187697098,25051,3195
50000,1,0.07,0.45,0.13939563290886592,25051,3492
50000,1,0.07,0.5,0.14881641451439065,25051,3728
50000,1,0.07,0.55,0.16414514390643087,25051,4112
50000,1,0.07,0.6000000000000001,0.17500299389245938,25051,4384
50000,1,0.07,0.65,0.18717815656061634,25051,4689
50000,1,0.07,0.7000000000000001,0.1934852900083829,25051,4847
50000,1,0.07,0.75,0.20957247215680014,25051,5250
50000,1,0.07,0.8,0.22653786275996965,25051,5675
50000,1,0.07,0.8500000000000001,0.23040996367410482,25051,5772
50000,1,0.07,0.9,0.24202626641651032,25051,6063
50000,1,0.07,0.9500000000000001,0.25436110334916767,25051,6372
50000,1,0.07,1.0,0.26202546804518784,25051,6564
50000,1,0.08,0.0,0.0400782403896052,25051,1004
50000,1,0.08,0.05,0.049738533391880564,25051,1246
50000,1,0.08,0.1,0.06059638337790907,25051,1518
50000,1,0.08,0.15000000000000002,0.0716937447606882,25051,1796
50000,1,0.08,0.2,0.08562532433834977,25051,2145
50000,1,0.08,0.25,0.09716178994850505,25051,2434
50000,1,0.08,0.30000000000000004,0.1092571154844118,25051,2737
50000,1,0.08,0.35000000000000003,0.12047423256556625,25051,3018
50000,1,0.08,0.4,0.13153167538222027,25051,3295
50000,1,0.08,0.45,0.14282862959562492,25051,3578
50000,1,0.08,0.5,0.15224941120114965,25051,3814
50000,1,0.08,0.55,0.16797732625444095,25051,4208
50000,1,0.08,0.6000000000000001,0.1783960720130933,25051,4469
50000,1,0.08,0.65,0.19069099037962556,25051,4777
50000,1,0.08,0.7000000000000001,0.19619975250489002,25051,4915
50000,1,0.08,0.75,0.21284579457905872,25051,5332
50000,1,0.08,0.8,0.22989102231447847,25051,5759
50000,1,0.08,0.8500000000000001,0.23292483333998643,25051,5835
50000,1,0.08,0.9,0.24490040317751785,25051,6135
50000,1,0.08,0.9500000000000001,0.2570755658456748,25051,6440
50000,1,0.08,1.0,0.2643008263143188,25051,6621
50000,1,0.09,0.0,0.044668875493992254,25051,1119
50000,1,0.09,0.05,0.054808191289768875,25051,1373
50000,1,0.09,0.1,0.06450840285816933,25051,1616
50000,1,0.09,0.15000000000000002,0.07544608997644804,25051,1890
50000,1,0.09,0.2,0.09029579657498703,25051,2262
50000,1,0.09,0.25,0.10183226218514231,25051,2551
50000,1,0.09,0.30000000000000004,0.11237076364216997,25051,2815
50000,1,0.09,0.35000000000000003,0.1243463334797014,25051,3115
50000,1,0.09,0.4,0.13576304339148138,25051,3401
50000,1,0.09,0.45,0.145902359187258,25051,3655
50000,1,0.09,0.5,0.15644086064428567,25051,3919
50000,1,0.09,0.55,0.17145024150732505,25051,4295
50000,1,0.09,0.6000000000000001,0.18206858009660293,25051,4561
50000,1,0.09,0.65,0.19476268412438624,25051,4879
50000,1,0.09,0.7000000000000001,0.19943315636102352,25051,4996
50000,1,0.09,0.75,0.21619895413356752,25051,5416
50000,1,0.09,0.8,0.23284499620773622,25051,5833
50000,1,0.09,0.8500000000000001,0.23551954013811824,25051,5900
50000,1,0.09,0.9,0.24701608718214843,25051,6188
50000,1,0.09,0.9500000000000001,0.2593908426809309,25051,6498
50000,1,0.09,1.0,0.2668955331124506,25051,6686
50000,1,0.1,0.0,0.04993812622250609,25051,1251
50000,1,0.1,0.05,0.05959841922478144,25051,1493
50000,1,0.1,0.1,0.06877968943355554,25051,1723
50000,1,0.1,0.15000000000000002,0.08075525927108698,25051,2023
50000,1,0.1,0.2,0.09516586164224981,25051,2384
50000,1,0.1,0.25,0.10610354876052852,25051,2658
50000,1,0.1,0.30000000000000004,0.11704123587880723,25051,2932
50000,1,0.1,0.35000000000000003,0.12881721288571316,25051,3227
50000,1,0.1,0.4,0.14019400423136802,25051,3512
50000,1,0.1,0.45,0.14957486727076763,25051,3747
50000,1,0.1,0.5,0.16039279869067102,25051,4018
50000,1,0.1,0.55,0.17456388966508324,25051,4373
